"Correct","Location","originalID","Data","correctID"
"Wallis_and_Futuna","Wallis and Futuna",241,"latitudes",247
"Western_Sahara","Western Sahara",167,"Huang2013",248
"Western_Sahara","Western Sahara",198,"demography",248
"Western_Sahara","Western_Sahara",NA,"database",248
"Western_Sahara","Western_Sahara",NA,"database",248
"Western_Sahara","Western Sahara",242,"latitudes",248
"Yemen","Yemen",150,"contacts",249
"Yemen","Yemen",168,"Huang2013",249
"Yemen","Yemen",199,"demography",249
"Yemen","Yemen",213,"OAG",249
"Yemen","Yemen",214,"WTO",249
"Yemen","Yemen",243,"latitudes",249
"Zambia","Zambia",151,"contacts",250
"Zambia","Zambia",169,"Huang2013",250
"Zambia","Zambia",200,"demography",250
"Zambia","Zambia",214,"OAG",250
"Zambia","Zambia",215,"WTO",250
"Zambia","Zambia",244,"latitudes",250
"Zimbabwe","Zimbabwe",152,"contacts",251
"Zimbabwe","Zimbabwe",170,"Huang2013",251
"Zimbabwe","Zimbabwe",201,"demography",251
"Zimbabwe","Zimbabwe",215,"OAG",251
"Zimbabwe","Zimbabwe",216,"WTO",251
"Zimbabwe","Zimbabwe",245,"latitudes",251
